windfarm_name,latitude,longitude,windfarm_power
 Stege,54.98506,12.28644,12165.0
 Stenderup (Billund),55.69794,8.83364,25230.0
 Stenderup (Hedensted),55.79131,9.80861,20960.0
 Stenderup (Hedensted) (dismantled),55.79131,9.80861,20960.0
 Stenderup (Sonderborg),54.92881,9.70175,8910.0
 Stenderup (Vejen),55.44772,8.87958,14190.0
 Stenderup (Vejen) (dismantled),55.44772,8.87958,14190.0
 Stenlose,55.33922,10.36058,16510.0
 Stenstrup,56.72853,9.89194,10797.5
 Stenstrup (dismantled),56.72853,9.89194,10797.5
 Stepping,55.3565,9.35969,30670.0
 Stigs Bjergby (dismantled),55.67383,11.48194,13850.0
 Stigs Bjergby,55.67383,11.48194,13850.0
 Stodby,54.74081,11.13022,6270.0
 Stodstrup,54.861,11.86608,12840.0
 Stoense,55.09264,10.90008,22550.0
 Stoense (dismantled),55.09264,10.90008,22550.0
 Stokkemarke,54.85,11.35997,22740.0
 Stokkemarke (dismantled),54.85,11.35997,22740.0
 Store Darum,55.43828,8.67278,13890.0
 Store Darum (dismantled),55.43828,8.67278,13890.0
 Store Heddinge,55.30972,12.38853,3190.0
 Stovbæk,56.29181,8.85492,12180.0
 Strandgarde Gammelsogn (dismantled),56.09844,8.20697,137870.0
 Strandgarde Gammelsogn,56.09844,8.20697,137870.0
 Stroby,55.38294,12.27961,8060.0
 Stroby (dismantled),55.38294,12.27961,8060.0
 Stryno,54.90369,10.60742,1720.0
 Stude,55.24,11.33997,14686.67
 Styding,55.25239,9.35561,15710.0
 Styvel,56.673,8.56658,15100.0
 Sulsted,57.15706,9.96542,7670.0
 Sundby (Morso),56.87736,8.673,4480.0
 Sundby (Morso) (dismantled),56.87736,8.673,4480.0
 Sundby (Thisted),56.88997,8.5905,5040.0
 Sunds,56.20856,9.012,14330.0
 Svallerup,55.60647,11.17872,9038.0
 Svejrup,54.99178,9.54847,18890.0
 Svennum,57.27964,10.11794,4560.0
 Svenstrup,56.46308,8.83175,13816.67
 Svindinge,55.21658,10.68681,13590.0
 Svingelbjerg,56.741,9.3295,9693.33
 Svinninge,55.88272,11.60825,8790.0
 Svogerslev,55.63342,12.01517,4346.67
 SWT-6.0-154 Prototype,57.03014,8.84683,129020.0
 Syltholm,54.64267,11.39272,16444.86
 Særslev,55.72839,11.38206,11738.0
 Taastrup,55.66181,12.28378,12140.0
 Tammestrup,56.43908,10.18703,12005.0
 Tarp,55.78358,8.38294,16290.0
 Tars (Guldborgsund),54.83153,11.63828,12836.67
 Tars (Guldborgsund) (dismantled),54.83153,11.63828,12836.67
 Tars (Hjorring),57.37944,10.11383,11361.67
 Tars (Hjorring) (dismantled),57.37944,10.11383,11361.67
 Tarup (Aalborg),56.97083,9.70214,11420.0
 Tarup (Kerteminde),55.47783,10.64097,12560.0
 Tarup (Viborg),56.53836,9.27117,3880.0
 Tebbestrup,56.42656,10.01228,10053.33
 Teestrup,55.33808,11.89561,12313.33
 Terpager,55.46,8.67997,13973.33
 Thise,56.70372,9.12747,13876.67
 Thise (dismantled),56.70372,9.12747,13876.67
 Thisted,56.95442,8.68958,4770.0
 Thorstrup,55.67097,8.57275,59975.0
 Thorum,56.74456,9.05492,17900.0
 Tim (dismantled),56.18317,8.27258,187215.0
 Tim,56.18317,8.27258,187215.0
 Timring,56.17636,8.74514,20240.0
 Tingerup,55.57858,11.81825,4035.0
 Tingsted (Guldborgsund),54.81311,11.89728,15500.0
 Tirslund (Tonder),55.21103,9.13619,24176.67
 Tirsted,54.73533,11.345,15100.0
 Tirsted (dismantled),54.73533,11.345,15100.0
 Tisted (dismantled),56.74925,9.59261,231690.0
 Tisted,56.74925,9.59261,231690.0
 Tjaereborg,55.46,8.60997,53881.25
 Tjaereborg (dismantled),55.46,8.60997,53881.25
 Tjorneby (dismantled),54.93267,11.14711,5150.0
 Tjorneby,54.93267,11.14711,5150.0
 Tjorneby-Utterslev,54.93597,11.17281,67667.5
 Tjornelunde,55.5055,11.33647,12800.0
 Tjæreborg Enge,55.47417,8.64347,57502.86
 Tjæreborg Enge (dismantled),55.47417,8.64347,57502.86
 Tobol,55.43031,8.86889,20005.0
 Toderup,55.52539,10.15633,18840.0
 Tofthoj,55.78078,9.33625,13850.0
 Toftnæs,55.59825,8.43606,4723.33
 Tonder,54.93256,8.86708,17990.0
 Tondering (dismantled),56.74006,8.986,13132.5
 Tondering,56.74006,8.986,13132.5
 Tonning,55.98861,9.66217,18730.0
 Torkilstrup (Lejre),55.65278,11.87928,9205.0
 Tornemark,55.24258,11.52483,12486.67
 Tornum,55.3855,8.97992,17555.0
 Torpe (Langeland),54.91294,10.74311,14475.0
 Torpe (Lolland),54.80592,11.16631,21935.0
 Torrild,55.97958,10.03586,16890.0
 Torring (Hedensted),55.85886,9.48325,11470.0
 Torring (Lemvig),56.56772,8.25761,5320.0
 Torring (Lemvig) (dismantled),56.56772,8.25761,5320.0
 Torslev (Frederikshavn),57.07522,9.48689,32548.57
 Torslev (Frederikshavn) (dismantled),57.07522,9.48689,32548.57
 Torslev (Norddjurs),56.529,10.34047,12636.0
 Torsted (Thisted) (dismantled),56.97489,8.61622,2990.0
 Torsted (Thisted),56.97489,8.61622,2990.0
 Torum (dismantled),56.73558,9.04914,2636.67
 Torum,56.73558,9.04914,2636.67
 Torup (Halsnaes),55.98258,11.93867,6680.0
 Toustrup,56.74497,8.95494,4810.0
 Trelde,55.61994,9.77569,6430.0
 Tryggelev,54.81472,10.69467,21187.5
 Tryggelev (dismantled),54.81472,10.69467,21187.5
 Tryggevælde,55.33336,12.23197,14160.0
 Trællerup,55.65464,11.96514,2110.0
 Trællerup (dismantled),55.65464,11.96514,2030.0
 Tulstrup (Skanderborg),56.10797,9.77503,12410.0
 Tulstrup (Skanderborg) (dismantled),56.10797,9.77503,12410.0
 Tumbol,54.97125,9.51644,16336.67
 Tuno Knob,55.96997,10.35997,10987.0
 Tved,55.10061,10.62442,14083.33
 Tvorup (Thisted),56.969,8.50058,4980.0
 Tyvelse,55.46231,11.42608,14527.5
 Tæbring,56.79067,8.61494,4970.0
 Ubby (Kalundborg),55.62103,11.21453,16220.0
 Ubby (Kalundborg) (dismantled),55.62103,11.21453,16220.0
 Udby (dismantled),55.07736,11.94875,9335.0
 Udby,55.07736,11.94875,9335.0
 Udbyneder,56.66103,10.23736,29031.11
 Udbyneder (dismantled),56.66103,10.23736,29031.11
 Udbyover,56.65044,10.21358,13724.0
 Ugerlose,55.59392,11.62344,1460.0
 Uggerslev,55.54692,10.29689,16413.33
 Ugilt,57.42386,10.13808,10733.33
 Ugilt (dismantled),57.42386,10.13808,10733.33
 Uhre,55.92425,9.06536,22785.0
 Uhre (dismantled),55.92425,9.06536,22785.0
 Ulbjerg (dismantled),56.62789,9.34475,72670.0
 Ulbjerg,56.62789,9.34475,72670.0
 Ulfborg,56.27228,8.32064,51714.0
 Ulfborg (dismantled),56.27228,8.32064,51714.0
 Ullerslev,55.36883,10.63006,16086.67
 Ullerup (Nordfyn),55.50722,10.23628,13446.0
 Ullerup (Nordfyn) (dismantled),55.50722,10.23628,13446.0
 Ullerup (Thisted),56.76981,8.45428,13255.0
 Ullerup (Thisted) (dismantled),56.76981,8.45428,13255.0
 Ullits,56.72594,9.28719,14633.33
 Ulstrup (Kalundborg),55.73236,10.95964,16425.0
 Understed,57.36969,10.45994,2790.0
 Urup,55.80986,8.80606,41124.67
 Utterslev,54.92211,11.19311,8485.0
 Utterslev (dismantled),54.92211,11.19311,8485.0
 V. Hassing,57.06494,10.12928,3435.0
 V. Hassing (dismantled),57.06494,10.12928,3435.0
 Vabensted,54.79072,11.584,10422.5
 Vaeggerlose,54.7125,11.92411,11432.5
 Vallensved,55.26506,11.65389,40283.33
 Vallensved (dismantled),55.26506,11.65389,40283.33
 Valsgard,56.67289,9.85014,16495.0
 Vang (dismantled),56.98403,8.51103,2495.0
 Vang,56.98403,8.51103,2495.0
 Vantore,54.66119,11.79822,15990.0
 Varde,55.62039,8.47947,3540.0
 Vassingerød,55.83203,12.3065,28460.0
 Veddelev,55.67872,12.08706,10670.0
 Veddelev (dismantled),55.67872,12.08706,10670.0
 Vederso,56.22553,8.24181,31883.0
 Vederso (dismantled),56.22553,8.24181,31883.0
 Vedtofte,55.29828,10.02869,15740.0
 Veerst,55.57072,9.23642,17015.0
 Veggerslev,56.47364,10.83569,7780.0
 Vejby (Hjorring),57.37906,9.87364,3470.0
 Vejby (Skive),56.60589,8.80022,7230.0
 Vejerslev,56.74625,8.71822,16914.0
 Vejerslev (dismantled),56.74625,8.71822,16914.0
 Vejlby,55.50806,9.81219,16915.0
 Vejle,55.27133,10.31233,10350.0
 Vejrum,56.44856,8.58275,28617.5
 Veldbæk,55.46167,8.52517,14046.67
 Velling (Ringkobing-Skjern),56.05175,8.31089,47880.0
 Velling Mærsk (dismantled),56.01664,8.35017,5287.5
 Velling Mærsk,56.01664,8.35017,5287.5
 Vemmelev,55.36,11.25872,5235.0
 Vemmelev (dismantled),55.36,11.25872,5235.0
 Vennebjerg,57.45147,9.84917,2536.0
 Vennebjerg (dismantled),57.45147,9.84917,2536.0
 Verninge,55.29225,10.20453,16775.0
 Vestenskov,54.79086,11.09953,42790.0
 Vestenskov (dismantled),54.79086,11.09953,42790.0
 Vester Kippinge,54.90822,11.77169,10990.0
 Vester Lindet,55.30944,9.09964,15800.0
 Vester Orum,55.82444,9.57781,2950.0
 Vester Terp,55.09633,8.90097,15830.0
 Vester Terp (dismantled),55.09633,8.90097,15830.0
 Vester Torsted,55.60864,9.21031,16990.0
 Vester Vedsted,55.27994,8.6885,5740.0
 Vester Vedsted (dismantled),55.27994,8.6885,5740.0
 Vester-Ulslev,54.68969,11.57175,2910.0
 Vesterbo,54.90544,11.10956,5120.0
 Vesternæs,54.7755,11.02025,6890.0
 Vestero,57.28514,10.93206,3130.0
 Vestervig,56.76342,8.32081,7133.75
 Vestervig (dismantled),56.76342,8.32081,6977.5
 Vestrup,56.48397,10.127,12501.67
 Videbæk,56.0905,8.62511,13010.0
 Videbæk (dismantled),56.0905,8.62511,13010.0
 Vigero-Lindo (dismantled),55.46661,10.53353,16443.33
 Vigero-Lindo,55.46661,10.53353,16443.33
 Vildbjerg,56.21075,8.786,85430.0
 Vildbjerg (dismantled),56.21075,8.786,85430.0
 Villebol,55.40594,8.88436,3210.0
 Vils,56.76364,8.72844,18760.0
 Vilsbæk,54.91583,9.3995,10032.5
 Vilsted,56.89775,9.29875,14460.0
 Vilstrup,55.20036,9.51431,17910.0
 Vinde Helsinge,55.52919,11.19728,3410.0
 Vindeby,54.92283,11.15228,11496.67
 Vindelev (Vejle),55.79822,9.49506,18560.0
 Vinding (Silkeborg),56.02097,9.57028,18820.0
 Vinding (Silkeborg) (dismantled),56.02097,9.57028,18820.0
 Vindum,56.38169,9.58939,20672.0
 Vinkel (dismantled),56.41497,9.53067,60840.0
 Vinkel,56.41497,9.53067,60840.0
 Vinstrup,55.64731,11.69472,4383.33
 Vinum,55.12939,8.81744,17160.0
 Virring (Randers),56.441,10.25131,14306.67
 Vittarp,55.68158,8.39261,41066.67
 Vittrup,55.58436,9.04167,16955.0
 Vodder,55.22064,8.84319,16756.67
 Voer,57.24222,10.3435,2670.0
 Voer (dismantled),57.24222,10.3435,2670.0
 Voerbjerg (Aalborg),57.08206,9.90269,2500.0
 Vognsild,56.756,9.41744,39418.33
 Vojens,55.24311,9.26183,19270.0
 Voldby (Favrskov),56.22406,9.90769,15610.0
 Voldby (Middelfart),55.49375,9.82894,16966.67
 Volderslev,55.33214,10.39553,11995.0
 Volderslev Stenlose,55.33214,10.39553,19175.0
 Voldtofte,55.22783,10.05303,17257.5
 Vollerup (Aabenraa),54.99661,9.19447,12430.0
 Vollerup (Aabenraa) (dismantled),54.99661,9.19447,12430.0
 Vollerup (Hjorring),57.35008,9.88583,2880.0
 Vollerup (Slagelse),55.34094,11.42483,4490.0
 Volstrup (Frederikshavn),57.31853,10.43819,18341.25
 Volstrup (Frederikshavn) (dismantled),57.31853,10.43819,18341.25
 Volstrup (Rebild),56.95594,9.77022,13786.67
 Vorgod,56.08686,8.70319,69858.0
 Vorre,56.28575,10.29719,10376.67
 Vra (Frederikshavn) (dismantled),57.35272,9.94597,3490.0
 Vra (Frederikshavn),57.35272,9.94597,3490.0
 Vrensted,57.33647,9.77322,3400.0
 Vridsted,56.42425,9.02081,13262.0
 Vrigsted,55.73117,9.85964,23196.67
 Vrinners,56.24686,10.49394,13540.0
 Vroue,56.44061,9.03311,30925.0
 Vust,57.11542,9.06406,8068.0
 Væggerlose,54.7125,11.92411,10126.67
 Væggerlose (dismantled),54.7125,11.92411,10126.67
 Værslev,55.65708,11.21033,17263.33
 Værum,56.40622,9.99008,12100.0
 Værum (dismantled),56.40622,9.99008,12100.0
 Ydby,56.71161,8.40467,8105.0
 Ydby (dismantled),56.71161,8.40467,8105.0
 Yttrup,56.72303,9.00014,5080.0
 Aburi,59.19219,26.28136,2880.0
 Aseriaru,59.45308,26.81692,11500.0
 Aulepa I,59.08833,23.59647,8570.0
 Aulepa II,59.08833,23.59647,9120.0
 Esivere I,58.63094,23.52497,9480.0
 Esivere II,58.63094,23.52497,5202.5
 Läätsa,58.16514,22.22128,2271.67
 Narva,59.34194,28.05339,4582.94
 Nasva,58.22164,22.36864,4776.67
 Nasva II,58.21342,22.39356,17520.0
 Ojaküla,59.48894,26.50497,10856.67
 Pakri,59.38,24.05,11573.75
 Paldiski,59.35228,24.05872,13759.44
 Salme II,58.16433,22.22489,6790.0
 Sangla,58.32267,26.19189,720.0
 Sikassaare,58.28133,22.51417,1693.33
 Tamba,58.49564,23.68797,17570.0
 Tooma,58.62325,23.53733,6031.25
 Torgu (dismantled),57.93167,22.08289,4630.0
 Torgu,57.93167,22.08289,4630.0
 Türju,57.98692,22.02336,536.67
 Virtsu I,58.56342,23.50731,3032.5
 Virtsu II,58.59008,23.52986,7150.0
 Virtsu III,58.56733,23.53286,7386.67
 Viru-Nigula,59.43997,26.76,11322.5
 Ajos Repowering,65.66767,24.54475,0.0
 Batskär 5-6,59.96294,19.95553,16130.0
 Brattö,59.99369,20.31036,5420.0
 Högsara 1-3,59.94867,22.33931,11085.0
 Högsara 2,59.94867,22.33931,11090.0
 Karhusaari 4,62.25,21.32456,0.0
 Kökar,59.94367,20.95264,3880.0
 Lakiakangas II,62.19933,21.70853,0.0
 Parha,64.48797,24.50775,133989.0
 Sandö 1-2-3-4,59.87478,23.09744,9350.0
 4 vents,48.49758,4.1935,24196.43
 Ablaincourt-Pressoir,49.83361,2.79997,28100.0
 Adriers,46.26125,0.74694,7420.0
 Agenville,50.18192,2.10992,43310.0
 Ailes de la Vence,49.58078,4.68158,15230.0
 Alizeo,42.79817,2.88928,14260.0
 Allanche,45.24064,2.97469,12147.5
 Allery,49.97206,1.87956,35995.0
 Allondrelle-la-Malmaison,49.51256,5.54753,46724.0
 Ally,45.17,3.27997,4250.77
 Ambon,47.58061,-1.46036,1580.0
 Amelécourt,48.84606,6.473,49914.0
 Anguilcourt-le-Sart,49.70389,3.42219,38316.67
 Anoux-Saint-Saumont,49.26975,5.88942,37252.0
 Antezant Saint-Pardoult,46.00117,0.46567,63907.5
 Antoigné,47.08517,0.14628,4120.0
 Ar Tri Milin,48.09844,-2.88567,2313.33
 Archingeay,45.90853,0.72428,3630.0
 Arcy-Précy,47.60714,3.79456,88110.0
 Ardin,46.46128,0.5835,6173.33
 Ardouval,49.75131,1.28636,28370.0
 Arfons 1,43.42256,2.19047,5418.33
 Arfons 2,43.42256,2.19047,9920.0
 Argonne,48.97569,4.80822,12387.37
 Arguël Saint Mauvis,49.88875,1.80781,39211.67
 Assigny,49.98931,1.27778,30760.0
 Aubigeon,47.0375,1.992,5570.0
 Aunis,46.24033,0.86039,623.33
 Aupiac,43.78044,2.90622,1450.0
 Aussac-Vadalle,45.83236,0.19658,3457.5
 Autremencourt,49.70089,3.81519,34284.55
 Auxois-Sud - Arconcey,47.24,4.45608,11472.5
 Avesnes-Beauvoir,49.48469,1.62528,32736.67
 Avesnes-en-Bray-Bosc-Hyons,49.47372,1.67444,68037.5
 Avignonet,43.37292,1.79761,2658.33
 Ayssènes,44.09214,2.73033,3601.25
 Bais,48.27231,0.37636,1720.0
 Bais et Trans,48.27419,0.33811,6716.67
 Balatre-Gruny-Marché,49.72111,2.84878,27741.54
 Balazé,48.18781,-0.78211,1112.5
 Bambesch,49.10161,6.61744,36156.67
 Baronville,48.93647,6.58222,36231.67
 Basse Thierache Sud,49.93861,3.66908,59907.5
 Basse-Marche,46.26783,1.07347,15023.33
 Baudignécourt,48.55042,5.42183,24546.67
 Baudreville,49.29442,-0.37539,16712.0
 Beaucaire,43.77497,4.63828,58694.0
 Beaufou,46.80803,-0.4475,136.67
 Beaumont,47.59231,-0.56033,1.67
 Beaumont-sur-Sarthe,48.25653,0.13631,14628.33
 Beauregard,48.82708,5.25522,35178.57
 Beaurevoir,49.98717,3.34486,22894.0
 Beauséjour,47.50397,-0.7725,2648.0
 Beausemblant,45.21,4.86,30660.0
 Beausoleil,48.00031,-1.53819,3374.0
 Béganne,47.62667,-1.77061,2932.5
 Bel Air,46.7865,-0.31611,1352.5
 Bel-Air - Le Plateau (dismantled),48.42,-1.58003,10393.33
 Bel-Air - Le Plateau,48.42,-1.58003,10393.33
 Belrain,48.82256,5.31333,37015.0
 Bernay-Saint-Martin,46.08583,0.65847,727.5
 Bernes,49.91183,3.11389,36761.67
 Berviller-en-Moselle,49.26997,6.66267,25078.0
 Bétheniville,49.31825,4.36706,44676.67
 Beuvraignes,49.67117,2.78417,34090.0
 Beuzec-Cap-Sizun,48.07644,-3.52031,920.0
 Biesles,48.09447,5.335,26425.0
 Bignan,47.86086,-1.21128,45.0
 Bodervedan,48.15806,-2.85194,1735.0
 Bois Ballay,46.90453,2.16131,8586.0
 Bois Bigot,48.33894,1.68081,8952.5
 Bois de l’Arche,48.29247,1.64747,8402.0
 Bois de Merdelou,43.75842,2.88456,12188.57
 Bois de Morval,50.36028,1.94047,37178.33
 Bois du Frou,48.19992,1.92678,85970.0
 Bois d’Anchat,47.88697,1.50425,2956.0
 Bois Louis,47.99967,1.60881,19358.0
 Bois-Guillaume,49.66864,2.78647,145330.0
 Boissy-la-Rivière,48.3795,2.17758,18861.67
 Bollène,44.30808,4.73997,55200.0
 Bondues,50.71747,3.13203,13490.0
 Bonneval,48.19989,1.42331,10973.33
 Bornes de Cerqueux,47.98358,1.59489,13214.0
 Bouillancourt-en-Séry,49.97581,1.62597,23145.0
 Bouin,46.95792,-1.95803,254.29
 Bouin (dismantled),46.95792,-1.95803,254.29
 Bourbriac,48.45422,-2.75019,30952.5
 Bourgneuf En Retz,47.06614,-0.08858,0.0
 Boussac 1,46.3975,2.18683,11717.14
 Boussac 2,46.3975,2.18683,1230.0
 Boutavent,49.63439,1.74325,11255.0
 Brachy,49.81,0.93997,34890.0
 Bressuire,46.83986,0.52425,550.0
 Breteuil-Esquennoy,49.65439,2.30025,32956.0
 Breteuil-Paillart,49.65703,2.30056,33134.0
 Brie Champenoise,48.82019,3.69181,13966.0
 Buchfeld,49.17086,6.51831,49505.0
 Buigny-lès-Gamaches,50.00978,1.57739,36350.0
 Butte de Menonville,48.22383,1.54119,39567.5
 Butte Saint-Liphard,48.21847,1.89092,17497.5
 Caix,49.81067,2.62153,31696.67
 Callengeville,49.84094,1.49928,35598.0
 Cambernon,49.1,-0.64,12365.0
 Campagnes,50.30431,2.25553,29870.0
 Campbon,47.41589,-1.97461,1158.0
 Campigny,49.31697,0.56483,21222.0
 Camplong,43.68453,3.12608,9176.67
 Campremy-Bonvillers,49.56936,2.35142,22140.0
 Canal de Gargouilleau,46.35989,0.88436,3852.0
 Canet d’Aude,43.22933,2.82433,30576.0
 Canton de Bonneval,48.22142,1.53508,16297.5
 Canton du Quesnoy,50.21986,3.59144,40752.5
 Cap Redoundé,43.73481,2.84583,3010.0
 Cast,48.16797,-3.90114,0.0
 Castanet-le-Haut,43.64556,2.88133,13028.33
 Castelnau-Pégayrols,44.15775,2.89244,5436.92
 Caulières-Lamaronde,49.79364,1.90056,39947.14
 Chambonchard,46.15125,2.53653,8465.0
 Champ-Besnard,48.13533,1.88981,16232.5
 Champagne Conlinoise,48.13578,0.01797,562.0
 Champfleury 1,48.63353,4.05528,12235.0
 Champfleury 2,48.63428,4.02553,27915.0
 Chapelle d’Eole,48.41539,4.05875,10785.0
 Charmont-sous-Barbuise,48.44772,4.16731,16195.83
 Chasse Marée,50.04775,1.56486,39032.5
 Châteaubourg,48.09708,-0.58047,2560.0
 Châteaulin,48.17364,-3.88339,780.0
 Chauvé,47.18642,-1.99247,885.0
 Chemin Blanc,49.67156,2.79353,30310.0
 Chemin de la Ligue,46.00833,3.70564,6746.25
 Chemin de l’Ormelet,49.72069,2.04289,35304.0
 Chemin de Méry,48.45492,3.84608,9638.33
 Chemin de Tuleras,48.17144,1.91247,6518.33
 Chemin des Haguenets,49.45025,2.30403,33242.14
 Chemin du Bois Hubert,49.48797,2.47044,28897.5
 Chemin d’Ablis,48.31675,1.85822,19563.85
 Chemin-Blanc - Demie Lieue,49.60297,2.112,30978.33
 Chêne Courteau,49.78106,2.49667,78556.67
 Chépy,50.07,1.62997,33840.0
 Chermisey,48.42903,5.56744,25535.0
 Chéry,47.12972,2.02675,6832.86
 Chicheboville,49.10017,0.23167,15667.5
 Clamanges II,48.85822,4.12331,27465.0
 Clamanges-Villeseneux,48.84797,4.09686,9635.0
 Clamecy,47.47219,3.46997,15655.0
 Clitourps,49.65078,-0.62181,10018.0
 Coajou-Baslan,48.58914,-2.78306,4545.0
 Coajou-Baslan 2,48.58914,-2.78306,5550.0
 Coat Conval,48.54139,-2.11611,1576.67
 Coat-Piquet,48.39333,-2.83475,1564.29
 Col de la Fageole,45.10931,3.115,14534.0
 Combusins,45.96069,0.17681,6500.0
 Cômes de l’Arce,48.14842,4.44,25834.0
 Confolentais,45.98144,0.45244,7461.67
 Conilhac,43.20192,2.70875,41925.0
 Conques,43.53453,3.6275,5970.0
 Coquelicot 1,50.09617,2.52119,25790.0
 Coquelicot 2,50.1125,2.72419,36522.5
 Corbières Méditerranée,42.99522,2.98378,43606.0
 Corbières-Maritimes,43.00239,3.00089,15701.0
 Corbières-Maritimes (dismantled),43.00239,3.00089,15701.0
 Cormainville,48.11933,1.62733,12108.33
 Corpe,46.50406,-0.84878,166.15
 Côte de la Bouchère,48.67708,4.46281,15561.67
 Côte de l’Epinette (dismantled),48.85528,4.52875,23010.0
 Côte de l’Epinette,48.85528,4.52875,21020.0
 Côte du pommier,48.41517,4.06167,25196.67
 Côteaux,47.63014,-0.714,598.33
 Cotentin,49.41875,-0.28894,11186.0
 Côtes de Champagne,48.83611,4.66058,13712.14
 Côtes de Champagne Sud,48.8225,4.63244,12485.0
 Couloumi,43.02,2.87,45740.0
 Coume,49.19406,6.59814,56287.5
 Coupru,49.03217,3.26761,54472.0
 Courcelles-sur-Aire,48.94933,5.25144,44344.0
 Courvaudon,49.01678,0.59339,16746.67
 Crennes-sur-Fraubée,48.38406,0.2885,7906.0
 Croix Benjamin,48.56931,3.63475,28476.43
 Croix des Trois Chesnots,47.94881,-1.96514,4782.5
 Croixrault,49.79306,2.01089,37530.0
 Croixrault-Moyencourt,49.79322,2.00997,33480.0
 Cruas,44.63856,4.75919,70860.0
 Cruguel,47.87236,-1.44117,3435.0
 Cruscades,43.20317,2.81639,33230.0
 Cuq-Serviès,43.66714,2.06003,3226.67
 Cuxac-Cabardès,43.39717,2.28081,12245.0
 Dargies,49.68786,1.96628,28503.33
 Dehlingen,48.98708,7.16794,41872.0
 Delouze-Rosières,48.57625,5.52742,21475.0
 Derval,47.67594,-0.36361,0.0
 Dio et Valquières,43.67969,3.21639,24918.57
 Dirinon,48.39103,-3.73669,1190.0
 Donzère,44.45,4.75,14654.0
 Echalot,49.07511,-0.55381,14310.0
 Energie du Partage,49.42842,4.508,41025.0
 Energie du Porcien,49.50756,4.13206,25233.0
 Ensemble Eolien Catalan,42.71114,2.77547,40043.14
 Entre Seine et Aube,48.5035,3.97094,21491.25
 Eole Arrouaise,49.98142,3.34442,37100.0
 Eole Saint-Quentin Nord,49.89233,3.28089,30237.5
 Eole Source de la Sensée,50.17031,2.84275,31393.33
 Epinette,50.53339,1.96333,34030.0
 Erize Saint Dizier,48.81267,5.26622,37382.0
 Escales-Corniilhac (dismantled),43.21,2.72,27344.0
 Escales-Corniilhac,43.21,2.72,27385.0
 Escardes-Bouchy Saint Genest,48.67408,3.49731,36341.67
 ESTL,48.97589,6.58764,46866.25
 Eurotunnel,50.92883,1.81425,13010.0
 Falaise-Soulangy,48.931,0.19497,10950.0
 Falleron,46.84075,-0.30069,166.0
 Familly,48.95569,0.35144,17096.0
 Fécamp,49.76828,0.38356,10800.0
 Fère-Champenoise-Euvy-Corroy,48.72275,3.97472,36627.78
 Fiefs,50.48572,2.32183,51560.0
 Fierville-Bray I,49.07786,0.14869,21610.0
 Fierville-Bray II,49.0635,0.15047,22897.5
 Fierville-Bray III,49.05469,0.16414,23385.0
 Fillières,49.42353,5.83936,51917.5
 Fitou I,42.90253,2.96281,24753.75
 Fitou II,42.89997,2.95997,26153.33
 FLOATGEN Demonstrator 1 IDEOL Gamesa,47.23797,-1.22203,620.0
 Fond de Plaine,43.17092,2.81506,32802.86
 Fonds Caraïbes (dismantled),16.27608,-60.73147,10790.0
 Fonds Caraïbes,16.27608,-60.73147,10833.0
 Fonds de Fresnes,49.99406,1.73544,32688.0
 Fontaîne-Macon,48.45742,3.53517,23405.0
 Fontanelles,43.75997,2.89997,3391.67
 Forêt de Thivolet,45.176,5.17083,39375.0
 Forges,46.90453,2.16131,5164.0
 Forières I,50.01061,1.34003,31682.5
 Forières II,50.00994,1.34042,26742.5
 Foye-Migré,46.09269,0.56206,620.0
 Fraisse-sur-Agout,43.58947,2.83175,12410.0
 Frameville-Rainecourt,49.86067,2.71464,20021.67
 Freigné,47.55308,-0.83811,855.0
 Frénouville,49.12206,0.25564,20411.67
 Fresnes-en-Saulnois,48.83114,6.45678,45090.0
 Fresnoy-au-Val,49.86711,2.04131,27826.0
 Fresnoy-le-Grand,49.95983,3.38244,40721.67
 Freyssenet,44.68481,4.56072,45172.0
 Fruges,50.49358,2.13581,31369.43
 Gâprée,48.61014,0.27442,2045.0
 Garcelles-Secqueville,49.09,0.26,12541.25
 Garrigade-Puech d’Al Lun,43.96553,2.43092,4399.0
 Gavray,48.90131,-0.68325,8110.0
 Ger,48.69461,0.79978,9725.0
 Germinon-Velye,48.89417,4.19461,33787.0
 Géry,48.79344,5.30381,19056.0
 Gommerville,48.33361,1.94647,1950.0
 Gouarem Menez,48.1,-2.3,1068.57
 Grand Place,48.01194,-1.25769,2945.0
 Grand-Bois,43.39892,2.28289,18150.0
 Grand-Fougeray,47.74461,-0.27531,0.0
 Grands Gâts,46.99006,-0.36267,0.0
 Greneville-en-Beauce,48.19467,2.13142,16950.0
 Greneville-en-Beauce (Vergnet),48.17719,2.12969,10580.0
 Gros Jacques,50.06989,1.48222,37845.0
 Guégon,47.94294,-1.36367,3862.0
 Guéhenno,47.89672,-1.33267,1360.0
 Gueltas-Noyal Pontivy,48.08442,-1.18081,0.0
 Guerlédan,48.22997,-2.96,1366.0
 Guerville-Melville,49.95333,1.49869,30244.0
 Gueures,49.84772,0.97939,41766.67
 Hambers,48.26667,0.42269,382.5
 Hameau de Villeneuve,44.60636,3.73706,14675.0
 Hamel Au Brun,48.96767,0.96317,12240.0
 Hangest-sur-Somme,49.97572,2.02192,36124.0
 Harcanville,49.70011,0.772,30897.5
 Hargicourt,49.71275,2.51083,34090.0
 Harpen Hauts Traits,49.91589,1.29892,42635.0
